alg,phase,rep,ns
HybridEdFndsa512,append_realtime,91,4457666
HybridEdFndsa512,append_realtime,92,3683129
HybridEdFndsa512,append_realtime,93,4440198
HybridEdFndsa512,append_realtime,94,5794299
HybridEdFndsa512,append_realtime,95,9376643
HybridEdFndsa512,append_realtime,96,5583579
HybridEdFndsa512,append_realtime,97,4022361
HybridEdFndsa512,append_realtime,98,4124980
HybridEdFndsa512,append_realtime,99,4035038
HybridEdFndsa512,append_realtime,100,4852444
HybridEdFndsa512,append_sign,0,205275
HybridEdFndsa512,append_sign,1,204349
HybridEdFndsa512,append_sign,2,217008
HybridEdFndsa512,append_sign,3,208638
HybridEdFndsa512,append_sign,4,209630
HybridEdFndsa512,append_sign,5,212371
HybridEdFndsa512,append_sign,6,206870
HybridEdFndsa512,append_sign,7,204209
HybridEdFndsa512,append_sign,8,207706
HybridEdFndsa512,append_sign,9,203486
HybridEdFndsa512,append_sign,10,203067
HybridEdFndsa512,append_sign,11,258433
HybridEdFndsa512,append_sign,12,208593
HybridEdFndsa512,append_sign,13,204452
HybridEdFndsa512,append_sign,14,208760
HybridEdFndsa512,append_sign,15,203453
HybridEdFndsa512,append_sign,16,206875
HybridEdFndsa512,append_sign,17,205857
HybridEdFndsa512,append_sign,18,204554
HybridEdFndsa512,append_sign,19,206523
HybridEdFndsa512,append_sign,20,216860
HybridEdFndsa512,append_sign,21,206360
HybridEdFndsa512,append_sign,22,202228
HybridEdFndsa512,append_sign,23,210032
HybridEdFndsa512,append_sign,24,204359
HybridEdFndsa512,append_sign,25,203791
HybridEdFndsa512,append_sign,26,206035
HybridEdFndsa512,append_sign,27,204239
HybridEdFndsa512,append_sign,28,205870
HybridEdFndsa512,append_sign,29,218414
HybridEdFndsa512,append_sign,30,207589
HybridEdFndsa512,append_sign,31,207866
HybridEdFndsa512,append_sign,32,206766
HybridEdFndsa512,append_sign,33,205336
HybridEdFndsa512,append_sign,34,209259
HybridEdFndsa512,append_sign,35,206314
HybridEdFndsa512,append_sign,36,221103
HybridEdFndsa512,append_sign,37,206133
HybridEdFndsa512,append_sign,38,203608
HybridEdFndsa512,append_sign,39,211866
HybridEdFndsa512,append_sign,40,208291
HybridEdFndsa512,append_sign,41,204638
HybridEdFndsa512,append_sign,42,212748
HybridEdFndsa512,append_sign,43,207093
HybridEdFndsa512,append_sign,44,200281
HybridEdFndsa512,append_sign,45,204177
HybridEdFndsa512,append_sign,46,204655
HybridEdFndsa512,append_sign,47,201713
HybridEdFndsa512,append_sign,48,204072
HybridEdFndsa512,append_sign,49,212973
HybridEdFndsa512,append_sign,50,206419
HybridEdFndsa512,append_sign,51,204326
HybridEdFndsa512,append_sign,52,204502
HybridEdFndsa512,append_sign,53,214103
HybridEdFndsa512,append_sign,54,205560
HybridEdFndsa512,append_sign,55,203859
HybridEdFndsa512,append_sign,56,203647
HybridEdFndsa512,append_sign,57,207002
HybridEdFndsa512,append_sign,58,212963
HybridEdFndsa512,append_sign,59,205705
HybridEdFndsa512,append_sign,60,204073
HybridEdFndsa512,append_sign,61,212312
HybridEdFndsa512,append_sign,62,205362
HybridEdFndsa512,append_sign,63,205550
HybridEdFndsa512,append_sign,64,221183
HybridEdFndsa512,append_sign,65,203350
HybridEdFndsa512,append_sign,66,203188
HybridEdFndsa512,append_sign,67,201827
HybridEdFndsa512,append_sign,68,213502
HybridEdFndsa512,append_sign,69,207980
HybridEdFndsa512,append_sign,70,202356
HybridEdFndsa512,append_sign,71,202544
HybridEdFndsa512,append_sign,72,205230
HybridEdFndsa512,append_sign,73,201772
HybridEdFndsa512,append_sign,74,205153
HybridEdFndsa512,append_sign,75,200969
HybridEdFndsa512,append_sign,76,206114
HybridEdFndsa512,append_sign,77,207468
HybridEdFndsa512,append_sign,78,216969
HybridEdFndsa512,append_sign,79,207164
HybridEdFndsa512,append_sign,80,209116
HybridEdFndsa512,append_sign,81,210701
HybridEdFndsa512,append_sign,82,202330
HybridEdFndsa512,append_sign,83,205881
HybridEdFndsa512,append_sign,84,211255
HybridEdFndsa512,append_sign,85,211031
HybridEdFndsa512,append_sign,86,201281
HybridEdFndsa512,append_sign,87,212402
HybridEdFndsa512,append_sign,88,207027
HybridEdFndsa512,append_sign,89,204487
HybridEdFndsa512,append_sign,90,202842
HybridEdFndsa512,append_sign,91,205805
HybridEdFndsa512,append_sign,92,202267
HybridEdFndsa512,append_sign,93,207772
HybridEdFndsa512,append_sign,94,200941
HybridEdFndsa512,append_sign,95,205013
HybridEdFndsa512,append_sign,96,215236
HybridEdFndsa512,append_sign,97,204887
HybridEdFndsa512,append_sign,98,203397
HybridEdFndsa512,append_sign,99,203874
HybridEdFndsa512,append_sign,100,209821
Slhdsa128s,keygen,0,15277657
Slhdsa128s,keygen,1,15582605
Slhdsa128s,keygen,2,15569011
Slhdsa128s,keygen,3,15783759
Slhdsa128s,keygen,4,15583244
Slhdsa128s,keygen,5,15524069
Slhdsa128s,keygen,6,15718146
Slhdsa128s,keygen,7,15833014
Slhdsa128s,keygen,8,15447968
Slhdsa128s,keygen,9,15785862
Slhdsa128s,keygen,10,15421842
Slhdsa128s,keygen,11,15473623
Slhdsa128s,keygen,12,15666631
Slhdsa128s,keygen,13,15939949
Slhdsa128s,keygen,14,15524003
Slhdsa128s,keygen,15,15744155
Slhdsa128s,keygen,16,15973740
Slhdsa128s,keygen,17,16449279
Slhdsa128s,keygen,18,16497021
Slhdsa128s,keygen,19,16453661
Slhdsa128s,keygen,20,16254617
Slhdsa128s,append_realtime,0,136221781
Slhdsa128s,append_realtime,1,137312579
Slhdsa128s,append_realtime,2,135059974
Slhdsa128s,append_realtime,3,137791223
Slhdsa128s,append_realtime,4,137752836
Slhdsa128s,append_realtime,5,140748920
Slhdsa128s,append_realtime,6,142177787
Slhdsa128s,append_realtime,7,137057546
Slhdsa128s,append_realtime,8,140140190
Slhdsa128s,append_realtime,9,137016765
Slhdsa128s,append_realtime,10,136560282
Slhdsa128s,append_realtime,11,136633472
Slhdsa128s,append_realtime,12,136846785
Slhdsa128s,append_realtime,13,141598830
Slhdsa128s,append_realtime,14,137091890
Slhdsa128s,append_realtime,15,135311393
Slhdsa128s,append_realtime,16,137793230
Slhdsa128s,append_realtime,17,133809396
Slhdsa128s,append_realtime,18,136943289
Slhdsa128s,append_realtime,19,136830632
Slhdsa128s,append_realtime,20,134213121
Slhdsa128s,append_sign,0,118384870
Slhdsa128s,append_sign,1,116474660
Slhdsa128s,append_sign,2,119006509
Slhdsa128s,append_sign,3,122709358
Slhdsa128s,append_sign,4,121392179
Slhdsa128s,append_sign,5,122261866
Slhdsa128s,append_sign,6,121098292
Slhdsa128s,append_sign,7,121188980
Slhdsa128s,append_sign,8,119308377
Slhdsa128s,append_sign,9,127687373
Slhdsa128s,append_sign,10,118914170
Slhdsa128s,append_sign,11,129634839
Slhdsa128s,append_sign,12,117517912
Slhdsa128s,append_sign,13,129036381
Slhdsa128s,append_sign,14,119115567
Slhdsa128s,append_sign,15,116034891
Slhdsa128s,append_sign,16,117005042
Slhdsa128s,append_sign,17,120514032
Slhdsa128s,append_sign,18,114728594
Slhdsa128s,append_sign,19,115751404
Slhdsa128s,append_sign,20,113010177
Slhdsa128f,keygen,0,246844
Slhdsa128f,keygen,1,235414
Slhdsa128f,keygen,2,234590
Slhdsa128f,keygen,3,347590
Slhdsa128f,keygen,4,240484
Slhdsa128f,keygen,5,234983
Slhdsa128f,keygen,6,246308
Slhdsa128f,keygen,7,245831
Slhdsa128f,keygen,8,237630
Slhdsa128f,keygen,9,235191
Slhdsa128f,keygen,10,233888
Slhdsa128f,keygen,11,234364
Slhdsa128f,keygen,12,233965
Slhdsa128f,keygen,13,234512
Slhdsa128f,keygen,14,247860
Slhdsa128f,keygen,15,248218
Slhdsa128f,keygen,16,242203
Slhdsa128f,keygen,17,236203
Slhdsa128f,keygen,18,234390
Slhdsa128f,keygen,19,234465
Slhdsa128f,keygen,20,234448
Slhdsa128f,append_realtime,0,5779621
Slhdsa128f,append_realtime,1,6183720
Slhdsa128f,append_realtime,2,5891369
Slhdsa128f,append_realtime,3,5879856
Slhdsa128f,append_realtime,4,6606411
Slhdsa128f,append_realtime,5,6450564
Slhdsa128f,append_realtime,6,6683115
Slhdsa128f,append_realtime,7,6532073
Slhdsa128f,append_realtime,8,6428167
Slhdsa128f,append_realtime,9,6628535
Slhdsa128f,append_realtime,10,6491672
Slhdsa128f,append_realtime,11,6561845
Slhdsa128f,append_realtime,12,6541580
Slhdsa128f,append_realtime,13,6521858
Slhdsa128f,append_realtime,14,6539455
Slhdsa128f,append_realtime,15,6523901
Slhdsa128f,append_realtime,16,6536452
Slhdsa128f,append_realtime,17,6533961
Slhdsa128f,append_realtime,18,6570747
Slhdsa128f,append_realtime,19,6580271
Slhdsa128f,append_realtime,20,6546651
Slhdsa128f,append_sign,0,6315851
Slhdsa128f,append_sign,1,6273613
Slhdsa128f,append_sign,2,6305380
Slhdsa128f,append_sign,3,6323689
Slhdsa128f,append_sign,4,6250475
Slhdsa128f,append_sign,5,6260742
Slhdsa128f,append_sign,6,6288538
Slhdsa128f,append_sign,7,6253606
Slhdsa128f,append_sign,8,6289910
Slhdsa128f,append_sign,9,6265144
Slhdsa128f,append_sign,10,6261677
Slhdsa128f,append_sign,11,6277140
Slhdsa128f,append_sign,12,6278897
Slhdsa128f,append_sign,13,6319274
Slhdsa128f,append_sign,14,6593085
Slhdsa128f,append_sign,15,6286320
Slhdsa128f,append_sign,16,6610172
Slhdsa128f,append_sign,17,6302190
Slhdsa128f,append_sign,18,6256065
Slhdsa128f,append_sign,19,6436500
Slhdsa128f,append_sign,20,6238706
Slhdsa256s,keygen,0,14763411
Slhdsa256s,keygen,1,15014250
Slhdsa256s,keygen,2,14957121
Slhdsa256s,keygen,3,14918584
Slhdsa256s,keygen,4,14898207
Slhdsa256s,keygen,5,14870924
Slhdsa256s,keygen,6,15142096
Slhdsa256s,keygen,7,15101689
Slhdsa256s,keygen,8,15636049
Slhdsa256s,keygen,9,15194196
Slhdsa256s,keygen,10,15134757
Slhdsa256s,keygen,11,15055666
Slhdsa256s,keygen,12,15163070
Slhdsa256s,keygen,13,15122673
Slhdsa256s,keygen,14,16427250
Slhdsa256s,keygen,15,15094253
Slhdsa256s,keygen,16,15289522
Slhdsa256s,keygen,17,15268042
Slhdsa256s,keygen,18,15223300
Slhdsa256s,keygen,19,15476040
Slhdsa256s,keygen,20,15585979
Slhdsa256s,append_realtime,0,210227375
Slhdsa256s,append_realtime,1,212435266
Slhdsa256s,append_realtime,2,215213262
Slhdsa256s,append_realtime,3,210478411
Slhdsa256s,append_realtime,4,211443448
Slhdsa256s,append_realtime,5,209972050
Slhdsa256s,append_realtime,6,210586218
Slhdsa256s,append_realtime,7,212922107
Slhdsa256s,append_realtime,8,209920065
Slhdsa256s,append_realtime,9,211483063
Slhdsa256s,append_realtime,10,209673703
Slhdsa256s,append_realtime,11,213669301
Slhdsa256s,append_realtime,12,213417207
Slhdsa256s,append_realtime,13,210062178
Slhdsa256s,append_realtime,14,210377505
Slhdsa256s,append_realtime,15,210472679
Slhdsa256s,append_realtime,16,210670363
Slhdsa256s,append_realtime,17,211504176
Slhdsa256s,append_realtime,18,211757922
Slhdsa256s,append_realtime,19,210056202
Slhdsa256s,append_realtime,20,211434642
Slhdsa256s,append_sign,0,198325661
Slhdsa256s,append_sign,1,199674001
Slhdsa256s,append_sign,2,195894580
Slhdsa256s,append_sign,3,198104067
Slhdsa256s,append_sign,4,195592536
Slhdsa256s,append_sign,5,199786232
Slhdsa256s,append_sign,6,195912348
Slhdsa256s,append_sign,7,194711388
Slhdsa256s,append_sign,8,196106146
Slhdsa256s,append_sign,9,197322955
Slhdsa256s,append_sign,10,197711804
Slhdsa256s,append_sign,11,195646479
Slhdsa256s,append_sign,12,195974058
Slhdsa256s,append_sign,13,195492773
Slhdsa256s,append_sign,14,193517904
Slhdsa256s,append_sign,15,196234188
Slhdsa256s,append_sign,16,198099621
Slhdsa256s,append_sign,17,198771927
Slhdsa256s,append_sign,18,196956606
Slhdsa256s,append_sign,19,207057388
Slhdsa256s,append_sign,20,194514487
Slhdsa256f,keygen,0,915169
Slhdsa256f,keygen,1,918331
Slhdsa256f,keygen,2,904548
Slhdsa256f,keygen,3,899427
Slhdsa256f,keygen,4,919113
Slhdsa256f,keygen,5,906810
Slhdsa256f,keygen,6,906370
Slhdsa256f,keygen,7,938852
Slhdsa256f,keygen,8,910854
Slhdsa256f,keygen,9,895047
Slhdsa256f,keygen,10,914601
Slhdsa256f,keygen,11,909703
Slhdsa256f,keygen,12,912591
Slhdsa256f,keygen,13,907767
Slhdsa256f,keygen,14,915693
Slhdsa256f,keygen,15,908054
Slhdsa256f,keygen,16,953619
Slhdsa256f,keygen,17,923396
Slhdsa256f,keygen,18,931429
Slhdsa256f,keygen,19,918754
Slhdsa256f,keygen,20,928575
Slhdsa256f,append_realtime,0,21351134
Slhdsa256f,append_realtime,1,20797035
Slhdsa256f,append_realtime,2,22688916
Slhdsa256f,append_realtime,3,23025061
Slhdsa256f,append_realtime,4,22966009
Slhdsa256f,append_realtime,5,22802316
Slhdsa256f,append_realtime,6,20746311
Slhdsa256f,append_realtime,7,20496279
Slhdsa256f,append_realtime,8,20302709
Slhdsa256f,append_realtime,9,20433423
Slhdsa256f,append_realtime,10,20380712
Slhdsa256f,append_realtime,11,20854847
Slhdsa256f,append_realtime,12,20901343
Slhdsa256f,append_realtime,13,20741334
Slhdsa256f,append_realtime,14,21091649
Slhdsa256f,append_realtime,15,20875579
Slhdsa256f,append_realtime,16,20539436
Slhdsa256f,append_realtime,17,21343485
Slhdsa256f,append_realtime,18,21059660
Slhdsa256f,append_realtime,19,20669807
Slhdsa256f,append_realtime,20,20577887
Slhdsa256f,append_sign,0,19965950
Slhdsa256f,append_sign,1,20169245
Slhdsa256f,append_sign,2,20702254
Slhdsa256f,append_sign,3,21785472
Slhdsa256f,append_sign,4,21323708
Slhdsa256f,append_sign,5,21267299
Slhdsa256f,append_sign,6,21737550
Slhdsa256f,append_sign,7,21586769
Slhdsa256f,append_sign,8,21628617
Slhdsa256f,append_sign,9,21773600
Slhdsa256f,append_sign,10,21331825
Slhdsa256f,append_sign,11,21142882
Slhdsa256f,append_sign,12,21126982
Slhdsa256f,append_sign,13,21052076
Slhdsa256f,append_sign,14,21745652
Slhdsa256f,append_sign,15,22494328
Slhdsa256f,append_sign,16,22097750
Slhdsa256f,append_sign,17,21574341
Slhdsa256f,append_sign,18,21275222
Slhdsa256f,append_sign,19,21065050
Slhdsa256f,append_sign,20,21155639
