profile,family,n,rtt_ms,conc,rep,duration_s,completed,failed,rps,p50_ns,p95_ns,p99_ns,verify_mean_ns
hyb-ed-fndsa512,hybrid,1,20,4,1,15,2812,0,187.47,21247169,22118439,23448471,635911
hyb-ed-fndsa512,hybrid,1,20,4,2,15,2816,0,187.73,21236496,22037002,22868378,623645
hyb-ed-fndsa512,hybrid,1,20,4,3,15,2824,0,188.27,21160055,21884332,23347117,592137
hyb-ed-fndsa512,hybrid,1,20,16,1,15,11392,0,759.47,20903114,22484064,24136682,505246
hyb-ed-fndsa512,hybrid,1,20,16,2,15,11392,0,759.47,20888345,22443572,24430149,509059
hyb-ed-fndsa512,hybrid,1,20,16,3,15,11408,0,760.53,20931972,22052639,23908539,462904
hyb-ed-fndsa512,hybrid,20,0,2,1,15,13201,0,880.07,2253758,2445668,2571235,2126034
hyb-ed-fndsa512,hybrid,20,0,2,2,15,13194,0,879.60,2253961,2446337,2567243,2129384
hyb-ed-fndsa512,hybrid,20,0,2,3,15,13124,0,874.93,2266929,2455649,2572175,2142124
hyb-ed-fndsa512,hybrid,20,0,4,1,15,24930,0,1662.00,2337278,2612094,3016912,2219992
hyb-ed-fndsa512,hybrid,20,0,4,2,15,23235,0,1549.00,2566898,2759581,3032008,2423902
hyb-ed-fndsa512,hybrid,20,0,4,3,15,23688,0,1579.20,2518318,2697549,2911300,2381042
hyb-ed-fndsa512,hybrid,20,0,16,1,15,23597,0,1573.13,10099844,17255387,20960097,4109079
hyb-ed-fndsa512,hybrid,20,0,16,2,15,23273,0,1551.53,7334787,26034559,31269166,4700486
hyb-ed-fndsa512,hybrid,20,0,16,3,15,23713,0,1580.87,10033897,17157388,20998239,4119976
hyb-ed-fndsa512,hybrid,20,1,2,1,15,8772,0,584.80,3405181,3623889,3813100,2144955
hyb-ed-fndsa512,hybrid,20,1,2,2,15,8809,0,587.27,3387720,3618244,3832476,2137983
hyb-ed-fndsa512,hybrid,20,1,2,3,15,8731,0,582.07,3399101,3651187,3862480,2144088
hyb-ed-fndsa512,hybrid,20,1,4,1,15,17090,0,1139.33,3491323,3750738,3931351,2200418
hyb-ed-fndsa512,hybrid,20,1,4,2,15,17043,0,1136.20,3495413,3780318,4077008,2205784
hyb-ed-fndsa512,hybrid,20,1,4,3,15,16810,0,1120.67,3541988,3785465,3995027,2238539
hyb-ed-fndsa512,hybrid,20,1,16,1,15,22660,0,1510.67,10448207,18316599,22230744,5247021
hyb-ed-fndsa512,hybrid,20,1,16,2,15,23427,0,1561.80,10459965,16554367,19598227,5084358
hyb-ed-fndsa512,hybrid,20,1,16,3,15,23226,0,1548.40,10604707,16587590,19584896,5081464
hyb-ed-fndsa512,hybrid,20,20,2,1,15,1270,0,84.67,23405937,25150567,27405900,2791572
hyb-ed-fndsa512,hybrid,20,20,2,2,15,1280,0,85.33,23129256,24903000,27118393,2641739
hyb-ed-fndsa512,hybrid,20,20,2,3,15,1280,0,85.33,23123842,24926848,27683904,2673077
hyb-ed-fndsa512,hybrid,20,20,4,1,15,2488,0,165.87,23635884,27552417,29143093,3212627
hyb-ed-fndsa512,hybrid,20,20,4,2,15,2504,0,166.93,23523935,27176664,28500881,3061628
hyb-ed-fndsa512,hybrid,20,20,4,3,15,2480,0,165.33,23652780,27620318,29607433,3222906
hyb-ed-fndsa512,hybrid,20,20,16,1,15,10547,0,703.13,22609806,23829098,25766675,2326538
hyb-ed-fndsa512,hybrid,20,20,16,2,15,10524,0,701.60,22624498,24298485,26214314,2333702
hyb-ed-fndsa512,hybrid,20,20,16,3,15,10521,0,701.40,22642496,24051595,25900950,2357519
mix-mldsa87-fndsa512,mixed,1,0,2,1,15,81083,0,5405.53,353818,464440,519991,302936
mix-mldsa87-fndsa512,mixed,1,0,2,2,15,80513,0,5367.53,356787,465542,523846,304644
mix-mldsa87-fndsa512,mixed,1,0,2,3,15,80065,0,5337.67,357292,465309,523436,305315
mix-mldsa87-fndsa512,mixed,1,0,4,1,15,143551,0,9570.07,405266,501847,606904,332944
mix-mldsa87-fndsa512,mixed,1,0,4,2,15,136775,0,9118.33,429347,507545,576721,352954
mix-mldsa87-fndsa512,mixed,1,0,4,3,15,136599,0,9106.60,432026,508342,580480,353922
mix-mldsa87-fndsa512,mixed,1,0,16,1,15,155928,0,10395.20,1509174,3244515,4791544,391107
mix-mldsa87-fndsa512,mixed,1,0,16,2,15,151731,0,10115.40,1495335,2973052,4262608,384744
mix-mldsa87-fndsa512,mixed,1,0,16,3,15,155244,0,10349.60,1483418,2977632,4275695,383900
mix-mldsa87-fndsa512,mixed,1,1,2,1,15,19733,0,1315.53,1512318,1636527,1800545,332591
mix-mldsa87-fndsa512,mixed,1,1,2,2,15,19520,0,1301.33,1523856,1643684,1762617,328916
mix-mldsa87-fndsa512,mixed,1,1,2,3,15,19631,0,1308.73,1529182,1652748,1764314,331533
mix-mldsa87-fndsa512,mixed,1,1,4,1,15,39335,0,2622.33,1505714,1662983,1834322,340394
mix-mldsa87-fndsa512,mixed,1,1,4,2,15,38419,0,2561.27,1550032,1708181,1902760,344082
mix-mldsa87-fndsa512,mixed,1,1,4,3,15,39159,0,2610.60,1527973,1673089,1837050,336272
mix-mldsa87-fndsa512,mixed,1,1,16,1,15,149854,0,9990.27,1516958,2024454,2290508,392731
mix-mldsa87-fndsa512,mixed,1,1,16,2,15,144573,0,9638.20,1539805,2077267,2356164,412011
mix-mldsa87-fndsa512,mixed,1,1,16,3,15,140589,0,9372.60,1625820,2214373,2547322,460351
mix-mldsa87-fndsa512,mixed,1,20,2,1,15,1402,0,93.47,21333130,22140125,23726676,695060
mix-mldsa87-fndsa512,mixed,1,20,2,2,15,1406,0,93.73,21256964,21899997,23089061,636587
mix-mldsa87-fndsa512,mixed,1,20,2,3,15,1406,0,93.73,21254087,21962290,23064767,646939
mix-mldsa87-fndsa512,mixed,1,20,4,1,15,2804,0,186.93,21308765,22116583,23997823,649042
mix-mldsa87-fndsa512,mixed,1,20,4,2,15,2804,0,186.93,21300120,22123205,23795954,658601
mix-mldsa87-fndsa512,mixed,1,20,4,3,15,2800,0,186.67,21337131,22195162,23560377,674383
mix-mldsa87-fndsa512,mixed,1,20,16,1,15,11376,0,758.40,20900747,22597165,24347444,527413
mix-mldsa87-fndsa512,mixed,1,20,16,2,15,11344,0,756.27,20969645,22760314,24778966,548915
mix-mldsa87-fndsa512,mixed,1,20,16,3,15,11360,0,757.33,20937720,22599427,24238939,554772
mix-mldsa87-fndsa512,mixed,20,0,2,1,15,20701,0,1380.07,1435160,1593477,1686242,1312133
mix-mldsa87-fndsa512,mixed,20,0,2,2,15,20469,0,1364.60,1446404,1611681,1713057,1321902
mix-mldsa87-fndsa512,mixed,20,0,2,3,15,20548,0,1369.87,1442249,1607260,1709247,1318064
mix-mldsa87-fndsa512,mixed,20,0,4,1,15,39507,0,2633.80,1501462,1673809,1844362,1363918
mix-mldsa87-fndsa512,mixed,20,0,4,2,15,37575,0,2505.00,1556351,1725785,1881258,1406073
mix-mldsa87-fndsa512,mixed,20,0,4,3,15,37091,0,2472.73,1594700,1765728,2004654,1456624
mix-mldsa87-fndsa512,mixed,20,0,16,1,15,37668,0,2511.20,6064407,11937938,14519688,1824911
mix-mldsa87-fndsa512,mixed,20,0,16,2,15,36429,0,2428.60,6051704,13408348,17114461,1916357
mix-mldsa87-fndsa512,mixed,20,0,16,3,15,37307,0,2487.13,5571582,14932525,18192969,1834550
mix-mldsa87-fndsa512,mixed,20,1,2,1,15,11429,0,761.93,2616128,2792383,2943666,1330487
mix-mldsa87-fndsa512,mixed,20,1,2,2,15,11360,0,757.33,2612022,2835777,3155167,1337575
mix-mldsa87-fndsa512,mixed,20,1,2,3,15,11328,0,755.20,2626770,2839687,3080891,1341947
mix-mldsa87-fndsa512,mixed,20,1,4,1,15,21990,0,1466.00,2671656,2981786,3245652,1387180
mix-mldsa87-fndsa512,mixed,20,1,4,2,15,21683,0,1445.53,2734754,3139293,3454415,1409040
mix-mldsa87-fndsa512,mixed,20,1,4,3,15,22041,0,1469.40,2686907,3026348,3327613,1395411
mix-mldsa87-fndsa512,mixed,20,1,16,1,15,38189,0,2545.93,5811564,11400973,14052755,2558547
mix-mldsa87-fndsa512,mixed,20,1,16,2,15,36999,0,2466.60,6152374,11202664,13855264,2219250
mix-mldsa87-fndsa512,mixed,20,1,16,3,15,37239,0,2482.60,6132950,11160950,13867846,2194449
mix-mldsa87-fndsa512,mixed,20,20,2,1,15,1330,0,88.67,22370553,23593242,25206728,1780614
mix-mldsa87-fndsa512,mixed,20,20,2,2,15,1322,0,88.13,22387749,24124735,26743069,1878743
mix-mldsa87-fndsa512,mixed,20,20,2,3,15,1314,0,87.60,22603224,24410063,26785085,2022719
mix-mldsa87-fndsa512,mixed,20,20,4,1,15,2580,0,172.00,22842740,26371798,27998212,2341253
mix-mldsa87-fndsa512,mixed,20,20,4,2,15,2588,0,172.53,22855959,25537744,27784158,2241424
mix-mldsa87-fndsa512,mixed,20,20,4,3,15,2580,0,172.00,22867705,26525475,28023243,2291777
mix-mldsa87-fndsa512,mixed,20,20,16,1,15,10884,0,725.60,21839944,23383921,25251039,1564280
mix-mldsa87-fndsa512,mixed,20,20,16,2,15,10877,0,725.13,21852204,23433586,25131535,1571671
mix-mldsa87-fndsa512,mixed,20,20,16,3,15,10865,0,724.33,21871724,23518433,25282858,1582084
