profile,n,rep,ns
mixed-mldsa87-root-fn,10,37,492926
mixed-mldsa87-root-fn,10,38,500386
mixed-mldsa87-root-fn,10,39,525564
mixed-mldsa87-root-fn,10,40,505589
mixed-mldsa87-root-fn,10,41,502363
mixed-mldsa87-root-fn,10,42,507320
mixed-mldsa87-root-fn,10,43,497923
mixed-mldsa87-root-fn,10,44,494512
mixed-mldsa87-root-fn,10,45,498056
mixed-mldsa87-root-fn,10,46,500649
mixed-mldsa87-root-fn,10,47,496700
mixed-mldsa87-root-fn,10,48,494945
mixed-mldsa87-root-fn,10,49,527380
mixed-mldsa87-root-fn,10,50,502910
mixed-mldsa87-root-fn,20,0,887293
mixed-mldsa87-root-fn,20,1,879223
mixed-mldsa87-root-fn,20,2,888811
mixed-mldsa87-root-fn,20,3,871239
mixed-mldsa87-root-fn,20,4,880146
mixed-mldsa87-root-fn,20,5,874700
mixed-mldsa87-root-fn,20,6,886511
mixed-mldsa87-root-fn,20,7,890783
mixed-mldsa87-root-fn,20,8,888990
mixed-mldsa87-root-fn,20,9,886883
mixed-mldsa87-root-fn,20,10,881654
mixed-mldsa87-root-fn,20,11,887127
mixed-mldsa87-root-fn,20,12,875607
mixed-mldsa87-root-fn,20,13,871233
mixed-mldsa87-root-fn,20,14,889547
mixed-mldsa87-root-fn,20,15,1056517
mixed-mldsa87-root-fn,20,16,915238
mixed-mldsa87-root-fn,20,17,904764
mixed-mldsa87-root-fn,20,18,883566
mixed-mldsa87-root-fn,20,19,909589
mixed-mldsa87-root-fn,20,20,936896
mixed-mldsa87-root-fn,20,21,906646
mixed-mldsa87-root-fn,20,22,892200
mixed-mldsa87-root-fn,20,23,916992
mixed-mldsa87-root-fn,20,24,895791
mixed-mldsa87-root-fn,20,25,875031
mixed-mldsa87-root-fn,20,26,882436
mixed-mldsa87-root-fn,20,27,874138
mixed-mldsa87-root-fn,20,28,886234
mixed-mldsa87-root-fn,20,29,880041
mixed-mldsa87-root-fn,20,30,886779
mixed-mldsa87-root-fn,20,31,883604
mixed-mldsa87-root-fn,20,32,903070
mixed-mldsa87-root-fn,20,33,913834
mixed-mldsa87-root-fn,20,34,885375
mixed-mldsa87-root-fn,20,35,897852
mixed-mldsa87-root-fn,20,36,868829
mixed-mldsa87-root-fn,20,37,891206
mixed-mldsa87-root-fn,20,38,870976
mixed-mldsa87-root-fn,20,39,881323
mixed-mldsa87-root-fn,20,40,867365
mixed-mldsa87-root-fn,20,41,889293
mixed-mldsa87-root-fn,20,42,883664
mixed-mldsa87-root-fn,20,43,871162
mixed-mldsa87-root-fn,20,44,879626
mixed-mldsa87-root-fn,20,45,869404
mixed-mldsa87-root-fn,20,46,885325
mixed-mldsa87-root-fn,20,47,871749
mixed-mldsa87-root-fn,20,48,871250
mixed-mldsa87-root-fn,20,49,877519
mixed-mldsa87-root-fn,20,50,876683
mixed-slh128s-root-fn,0,0,394865
mixed-slh128s-root-fn,0,1,392908
mixed-slh128s-root-fn,0,2,386018
mixed-slh128s-root-fn,0,3,393867
mixed-slh128s-root-fn,0,4,402501
mixed-slh128s-root-fn,0,5,400114
mixed-slh128s-root-fn,0,6,384738
mixed-slh128s-root-fn,0,7,410275
mixed-slh128s-root-fn,0,8,385471
mixed-slh128s-root-fn,0,9,384466
mixed-slh128s-root-fn,0,10,393744
mixed-slh128s-root-fn,0,11,385408
mixed-slh128s-root-fn,0,12,383133
mixed-slh128s-root-fn,0,13,383135
mixed-slh128s-root-fn,0,14,382661
mixed-slh128s-root-fn,0,15,383211
mixed-slh128s-root-fn,0,16,393272
mixed-slh128s-root-fn,0,17,396859
mixed-slh128s-root-fn,0,18,388239
mixed-slh128s-root-fn,0,19,382195
mixed-slh128s-root-fn,0,20,383217
mixed-slh128s-root-fn,0,21,392623
mixed-slh128s-root-fn,0,22,386575
mixed-slh128s-root-fn,0,23,382810
mixed-slh128s-root-fn,0,24,383327
mixed-slh128s-root-fn,0,25,382846
mixed-slh128s-root-fn,0,26,396957
mixed-slh128s-root-fn,0,27,394230
mixed-slh128s-root-fn,0,28,387653
mixed-slh128s-root-fn,0,29,391003
mixed-slh128s-root-fn,0,30,385761
mixed-slh128s-root-fn,0,31,383617
mixed-slh128s-root-fn,0,32,395040
mixed-slh128s-root-fn,0,33,384893
mixed-slh128s-root-fn,0,34,383866
mixed-slh128s-root-fn,0,35,383489
mixed-slh128s-root-fn,0,36,383222
mixed-slh128s-root-fn,0,37,390149
mixed-slh128s-root-fn,0,38,390982
mixed-slh128s-root-fn,0,39,383958
mixed-slh128s-root-fn,0,40,383457
mixed-slh128s-root-fn,0,41,382289
mixed-slh128s-root-fn,0,42,391907
mixed-slh128s-root-fn,0,43,394906
mixed-slh128s-root-fn,0,44,383859
mixed-slh128s-root-fn,0,45,382738
mixed-slh128s-root-fn,0,46,383690
mixed-slh128s-root-fn,0,47,382181
mixed-slh128s-root-fn,0,48,397784
mixed-slh128s-root-fn,0,49,391873
mixed-slh128s-root-fn,0,50,393593
mixed-slh128s-root-fn,1,0,563401
mixed-slh128s-root-fn,1,1,485666
mixed-slh128s-root-fn,1,2,478263
mixed-slh128s-root-fn,1,3,449359
mixed-slh128s-root-fn,1,4,482559
mixed-slh128s-root-fn,1,5,448876
mixed-slh128s-root-fn,1,6,447434
mixed-slh128s-root-fn,1,7,445537
mixed-slh128s-root-fn,1,8,458798
mixed-slh128s-root-fn,1,9,450224
mixed-slh128s-root-fn,1,10,452596
mixed-slh128s-root-fn,1,11,447384
mixed-slh128s-root-fn,1,12,447690
mixed-slh128s-root-fn,1,13,460235
mixed-slh128s-root-fn,1,14,448457
mixed-slh128s-root-fn,1,15,448387
mixed-slh128s-root-fn,1,16,460203
mixed-slh128s-root-fn,1,17,459036
mixed-slh128s-root-fn,1,18,446964
mixed-slh128s-root-fn,1,19,453234
mixed-slh128s-root-fn,1,20,446680
mixed-slh128s-root-fn,1,21,456321
mixed-slh128s-root-fn,1,22,453333
mixed-slh128s-root-fn,1,23,445242
mixed-slh128s-root-fn,1,24,447775
mixed-slh128s-root-fn,1,25,523487
mixed-slh128s-root-fn,1,26,472792
mixed-slh128s-root-fn,1,27,456467
mixed-slh128s-root-fn,1,28,459829
mixed-slh128s-root-fn,1,29,445721
mixed-slh128s-root-fn,1,30,441184
mixed-slh128s-root-fn,1,31,436149
mixed-slh128s-root-fn,1,32,442550
mixed-slh128s-root-fn,1,33,451557
mixed-slh128s-root-fn,1,34,442847
mixed-slh128s-root-fn,1,35,477140
mixed-slh128s-root-fn,1,36,462736
mixed-slh128s-root-fn,1,37,482166
mixed-slh128s-root-fn,1,38,465918
mixed-slh128s-root-fn,1,39,448870
mixed-slh128s-root-fn,1,40,438122
mixed-slh128s-root-fn,1,41,438349
mixed-slh128s-root-fn,1,42,461648
mixed-slh128s-root-fn,1,43,440640
mixed-slh128s-root-fn,1,44,436989
mixed-slh128s-root-fn,1,45,442183
mixed-slh128s-root-fn,1,46,444205
mixed-slh128s-root-fn,1,47,442333
mixed-slh128s-root-fn,1,48,439842
mixed-slh128s-root-fn,1,49,439515
mixed-slh128s-root-fn,1,50,438457
mixed-slh128s-root-fn,2,0,491233
mixed-slh128s-root-fn,2,1,480596
mixed-slh128s-root-fn,2,2,503502
mixed-slh128s-root-fn,2,3,504691
mixed-slh128s-root-fn,2,4,498782
mixed-slh128s-root-fn,2,5,488912
mixed-slh128s-root-fn,2,6,480401
mixed-slh128s-root-fn,2,7,485519
mixed-slh128s-root-fn,2,8,486582
mixed-slh128s-root-fn,2,9,490148
mixed-slh128s-root-fn,2,10,483302
mixed-slh128s-root-fn,2,11,495677
mixed-slh128s-root-fn,2,12,480867
mixed-slh128s-root-fn,2,13,490154
mixed-slh128s-root-fn,2,14,485915
mixed-slh128s-root-fn,2,15,479162
mixed-slh128s-root-fn,2,16,496116
mixed-slh128s-root-fn,2,17,489212
mixed-slh128s-root-fn,2,18,486894
mixed-slh128s-root-fn,2,19,483562
mixed-slh128s-root-fn,2,20,484388
mixed-slh128s-root-fn,2,21,493410
mixed-slh128s-root-fn,2,22,488913
mixed-slh128s-root-fn,2,23,481367
mixed-slh128s-root-fn,2,24,480217
mixed-slh128s-root-fn,2,25,491328
mixed-slh128s-root-fn,2,26,480939
mixed-slh128s-root-fn,2,27,478442
mixed-slh128s-root-fn,2,28,482006
mixed-slh128s-root-fn,2,29,478334
mixed-slh128s-root-fn,2,30,500022
mixed-slh128s-root-fn,2,31,480847
mixed-slh128s-root-fn,2,32,478388
mixed-slh128s-root-fn,2,33,480234
mixed-slh128s-root-fn,2,34,490394
mixed-slh128s-root-fn,2,35,495211
mixed-slh128s-root-fn,2,36,478262
mixed-slh128s-root-fn,2,37,479662
mixed-slh128s-root-fn,2,38,483537
mixed-slh128s-root-fn,2,39,509547
mixed-slh128s-root-fn,2,40,495918
mixed-slh128s-root-fn,2,41,478982
mixed-slh128s-root-fn,2,42,497296
mixed-slh128s-root-fn,2,43,483182
mixed-slh128s-root-fn,2,44,480908
mixed-slh128s-root-fn,2,45,478393
mixed-slh128s-root-fn,2,46,498109
mixed-slh128s-root-fn,2,47,481496
mixed-slh128s-root-fn,2,48,478108
mixed-slh128s-root-fn,2,49,495301
mixed-slh128s-root-fn,2,50,481094
mixed-slh128s-root-fn,5,0,583615
mixed-slh128s-root-fn,5,1,572165
mixed-slh128s-root-fn,5,2,593161
mixed-slh128s-root-fn,5,3,596431
mixed-slh128s-root-fn,5,4,575641
mixed-slh128s-root-fn,5,5,589362
mixed-slh128s-root-fn,5,6,595766
mixed-slh128s-root-fn,5,7,575232
mixed-slh128s-root-fn,5,8,579071
mixed-slh128s-root-fn,5,9,581813
mixed-slh128s-root-fn,5,10,573017
mixed-slh128s-root-fn,5,11,595128
mixed-slh128s-root-fn,5,12,728805
mixed-slh128s-root-fn,5,13,609029
mixed-slh128s-root-fn,5,14,720402
mixed-slh128s-root-fn,5,15,630797
mixed-slh128s-root-fn,5,16,606737
mixed-slh128s-root-fn,5,17,600724
mixed-slh128s-root-fn,5,18,594004
mixed-slh128s-root-fn,5,19,593524
mixed-slh128s-root-fn,5,20,584159
mixed-slh128s-root-fn,5,21,596256
mixed-slh128s-root-fn,5,22,607079
mixed-slh128s-root-fn,5,23,584393
mixed-slh128s-root-fn,5,24,599202
mixed-slh128s-root-fn,5,25,595894
mixed-slh128s-root-fn,5,26,605200
mixed-slh128s-root-fn,5,27,586355
mixed-slh128s-root-fn,5,28,601987
mixed-slh128s-root-fn,5,29,585783
mixed-slh128s-root-fn,5,30,583042
mixed-slh128s-root-fn,5,31,581943
mixed-slh128s-root-fn,5,32,593069
mixed-slh128s-root-fn,5,33,590345
mixed-slh128s-root-fn,5,34,590085
mixed-slh128s-root-fn,5,35,595286
mixed-slh128s-root-fn,5,36,586487
mixed-slh128s-root-fn,5,37,582224
mixed-slh128s-root-fn,5,38,592454
mixed-slh128s-root-fn,5,39,585140
mixed-slh128s-root-fn,5,40,581930
mixed-slh128s-root-fn,5,41,602503
mixed-slh128s-root-fn,5,42,632304
mixed-slh128s-root-fn,5,43,592239
mixed-slh128s-root-fn,5,44,677874
mixed-slh128s-root-fn,5,45,758836
mixed-slh128s-root-fn,5,46,583192
mixed-slh128s-root-fn,5,47,747248
mixed-slh128s-root-fn,5,48,642512
mixed-slh128s-root-fn,5,49,595466
mixed-slh128s-root-fn,5,50,608842
mixed-slh128s-root-fn,10,0,785323
mixed-slh128s-root-fn,10,1,778887
mixed-slh128s-root-fn,10,2,788699
mixed-slh128s-root-fn,10,3,785331
mixed-slh128s-root-fn,10,4,794649
mixed-slh128s-root-fn,10,5,806913
mixed-slh128s-root-fn,10,6,784103
mixed-slh128s-root-fn,10,7,789486
mixed-slh128s-root-fn,10,8,786280
mixed-slh128s-root-fn,10,9,786049
mixed-slh128s-root-fn,10,10,807362
mixed-slh128s-root-fn,10,11,784487
mixed-slh128s-root-fn,10,12,790165
mixed-slh128s-root-fn,10,13,790953
mixed-slh128s-root-fn,10,14,778824
mixed-slh128s-root-fn,10,15,795583
mixed-slh128s-root-fn,10,16,788290
mixed-slh128s-root-fn,10,17,780863
mixed-slh128s-root-fn,10,18,791070
mixed-slh128s-root-fn,10,19,801579
mixed-slh128s-root-fn,10,20,953431
mixed-slh128s-root-fn,10,21,832476
mixed-slh128s-root-fn,10,22,853610
mixed-slh128s-root-fn,10,23,797388
mixed-slh128s-root-fn,10,24,797003
mixed-slh128s-root-fn,10,25,796198
mixed-slh128s-root-fn,10,26,779465
mixed-slh128s-root-fn,10,27,788556
mixed-slh128s-root-fn,10,28,787887
mixed-slh128s-root-fn,10,29,782166
mixed-slh128s-root-fn,10,30,789774
mixed-slh128s-root-fn,10,31,781110
mixed-slh128s-root-fn,10,32,787048
mixed-slh128s-root-fn,10,33,792335
mixed-slh128s-root-fn,10,34,786020
mixed-slh128s-root-fn,10,35,787830
mixed-slh128s-root-fn,10,36,801983
mixed-slh128s-root-fn,10,37,790520
mixed-slh128s-root-fn,10,38,784996
mixed-slh128s-root-fn,10,39,801424
mixed-slh128s-root-fn,10,40,794216
mixed-slh128s-root-fn,10,41,783505
mixed-slh128s-root-fn,10,42,815445
mixed-slh128s-root-fn,10,43,880168
mixed-slh128s-root-fn,10,44,837251
mixed-slh128s-root-fn,10,45,831877
mixed-slh128s-root-fn,10,46,788936
mixed-slh128s-root-fn,10,47,790421
mixed-slh128s-root-fn,10,48,784800
mixed-slh128s-root-fn,10,49,786819
mixed-slh128s-root-fn,10,50,788960
mixed-slh128s-root-fn,20,0,1179896
mixed-slh128s-root-fn,20,1,1167979
mixed-slh128s-root-fn,20,2,1188050
mixed-slh128s-root-fn,20,3,1180829
mixed-slh128s-root-fn,20,4,1166333
mixed-slh128s-root-fn,20,5,1174518
mixed-slh128s-root-fn,20,6,1168485
mixed-slh128s-root-fn,20,7,1154287
mixed-slh128s-root-fn,20,8,1194284
mixed-slh128s-root-fn,20,9,1165591
mixed-slh128s-root-fn,20,10,1182104
mixed-slh128s-root-fn,20,11,1168429
mixed-slh128s-root-fn,20,12,1173233
mixed-slh128s-root-fn,20,13,1189993
mixed-slh128s-root-fn,20,14,1167375
mixed-slh128s-root-fn,20,15,1162280
mixed-slh128s-root-fn,20,16,1174793
mixed-slh128s-root-fn,20,17,1181845
mixed-slh128s-root-fn,20,18,1167199
mixed-slh128s-root-fn,20,19,1166196
mixed-slh128s-root-fn,20,20,1161855
mixed-slh128s-root-fn,20,21,1168410
mixed-slh128s-root-fn,20,22,1169045
mixed-slh128s-root-fn,20,23,1172083
mixed-slh128s-root-fn,20,24,1173608
mixed-slh128s-root-fn,20,25,1171252
mixed-slh128s-root-fn,20,26,1169670
mixed-slh128s-root-fn,20,27,1157864
mixed-slh128s-root-fn,20,28,1161844
mixed-slh128s-root-fn,20,29,1165203
mixed-slh128s-root-fn,20,30,1176149
mixed-slh128s-root-fn,20,31,1162689
mixed-slh128s-root-fn,20,32,1155730
mixed-slh128s-root-fn,20,33,1167162
mixed-slh128s-root-fn,20,34,1185120
mixed-slh128s-root-fn,20,35,1144946
mixed-slh128s-root-fn,20,36,1134027
mixed-slh128s-root-fn,20,37,1164875
mixed-slh128s-root-fn,20,38,1141968
mixed-slh128s-root-fn,20,39,1159933
mixed-slh128s-root-fn,20,40,1148489
mixed-slh128s-root-fn,20,41,1162143
mixed-slh128s-root-fn,20,42,1133111
mixed-slh128s-root-fn,20,43,1138216
mixed-slh128s-root-fn,20,44,1186559
mixed-slh128s-root-fn,20,45,1156013
mixed-slh128s-root-fn,20,46,1141792
mixed-slh128s-root-fn,20,47,1143840
mixed-slh128s-root-fn,20,48,1146284
mixed-slh128s-root-fn,20,49,1149256
mixed-slh128s-root-fn,20,50,1139309
