profile,n,mode,loss_pct,samples,fail,fail_rate,p50_us,p95_us,p99_us,tail_ratio,p50_amp,p99_amp
slhdsa128f,1,new,5,400,0,0.0,107167.045,1110484.6888499998,1154225.1918099998,10.770337017410526,1.2460905983424153,12.767998986884155
slhdsa128f,10,ka,0,1000,0,0.0,29638.642,31572.33095,32841.33504,1.1080580223614833,1.0,1.0
slhdsa128f,10,ka,1,1000,0,0.0,257648.3465,427430.99769999966,526146.64783,2.042111486362673,8.692987570078278,16.02086660573224
slhdsa128f,10,ka,3,1000,0,0.0,524083.8905,855967.7385,1012540.19208,1.932019301554929,17.682452876889567,30.831273784903964
slhdsa128f,10,ka,5,1000,0,0.0,756489.692,1227959.1275,1519387.26847,2.0084705509377914,25.523763605633484,46.26447940132217
slhdsa128f,10,new,0,400,0,0.0,134456.561,176619.41625,179302.60097,1.333535527284533,1.0,1.0
slhdsa128f,10,new,1,400,0,0.0,152953.132,396134.0380999997,496187.26049999404,3.244047728947414,1.1375654030003046,2.767317695424918
slhdsa128f,10,new,3,400,0,0.0,198172.197,710059.180999999,1245045.7882899998,6.282646138751743,1.473875246593582,6.943824470780068
slhdsa128f,10,new,5,400,0,0.0,310684.551,1132336.00975,1584385.8440299998,5.09966085835404,2.310668580910678,8.836379592145967
slhdsa128f,20,ka,0,1000,0,0.0,36456.283,38482.5994,39572.819659999994,1.0854869559795768,1.0,1.0
slhdsa128f,20,ka,1,1000,0,0.0,462438.864,718646.13675,861359.30702,1.8626447171187583,12.68475077396124,21.766437530117614
slhdsa128f,20,ka,3,1000,0,0.0,944378.0935,1434477.5726499993,1685164.33327,1.7844170093193716,25.90439879732116,42.58388327514998
slhdsa128f,20,ka,5,1000,0,0.0,1413164.4745,2025764.09035,2301163.77875,1.6283764701657875,38.763262686434594,58.150109052653754
slhdsa128f,20,new,0,400,0,0.0,223834.4555,266549.67569999996,268399.87899,1.1990999258378252,1.0,1.0
slhdsa128f,20,new,1,400,0,0.0,226194.775,597756.2331499992,825977.9559499999,3.651622615730181,1.0105449337311698,3.0774155303578734
slhdsa128f,20,new,3,400,0,0.0,401141.1375,1174009.12735,1690335.2026399996,4.213816646117477,1.7921331039224209,6.297824011697776
slhdsa128f,20,new,5,400,0,0.0,765220.273,1767644.3186999985,2393468.3405099995,3.127816166091041,3.4186884735446816,8.917546272810261
